snippet,lead_paragraph,word_count,pub_date,headline.main,subsection_name,year
"Alma Zadic arrived in Vienna from Bosnia when she was 10. Now, she is the justice minister in an awkward coalition of liberal Greens and hard-line, anti-immigrant conservatives.","VIENNA — Alma Zadic is nervous about standing too close to the row of large windows in her office. Since becoming Austria’s justice minister, the threats have been relentless. “A bullet is reserved for you,” read a recent one. Hours after being sworn in last month, Ms. Zadic was given police protection.",1400,2020-02-07,A Onetime ‘Refugee Child’ Takes On Austria’s Far Right,Europe,2020
"An estimated one in four people who migrate in search of opportunity return to their country of birth, by choice or otherwise. For many, it’s a rocky transition.","THIAROYE-SUR-MER, Senegal — The fishing village has long sent its men to sea, but after foreign trawlers scraped the bottom clean, the men began coming back empty-handed. It has long sent its men abroad for work, too, but their luck is often no better.",1411,2019-09-15,A Hard Lesson for Migrants Who Give Up: There May Be No Welcome Mat Back Home,Africa,2019
"The discovery of 71 bodies in a truck in Austria, and the drowning of more than 150 people off the Libyan coast have led to new calls to focus on human trafficking.","VIENNA — They were the lucky ones. Packed into a small white truck, 34 migrants, 10 of them children, had made the hourslong drive from Serbia, begging for air in broiling summer temperatures. According to the police, the three people smuggling this human cargo into Austria refused to stop.",1322,2015-08-29,Grim Findings in Austria and at Sea Push Migrant Crisis Into Public View,Europe,2015
An official with Doctors Without Borders tells his story just days before discussions with the United Nations about launching military operations.,"UNITED NATIONS — Loaded with life jackets, medics and search-and-rescue teams, the ship sailed from port in Malta early last Thursday morning in search of migrants stranded at sea.",689,2015-05-10,Doctors Group Recounts Migrant Rescue as E.U. Plans Crackdown on Smuggling Rings,Europe,2015
The move to send migrants who arrive in Greece back to Turkey was a significant step amid a crisis that has left tens of thousands of people in squalid conditions.,BRUSSELS — The European Union has reached an agreement with Turkey that it hopes will ease the migrant crisis that has roiled the Continent for the past year.,1207,2016-03-18,European Union Reaches Deal With Turkey to Return New Asylum Seekers,Europe,2016
The country is winding down an aggressive two-week operation to move tens of thousands of migrants to its frontiers. But relations with Greece and Europe have suffered.,"BRUSSELS — Turkey has signaled that it is winding down its two-week operation to aid the movement of tens of thousands of people toward Europe, following a tough on-the-ground response from Greek border guards and a tepid diplomatic reaction from European politicians.",1056,2020-03-13,Turkey Steps Back From Confrontation at Greek Border,Europe,2020
"Before the violent assaults on women in Cologne on New Year’s Eve, the police thought their biggest worry would be pickpocketing and fireworks among the crowds.","COLOGNE, Germany — In early December, the Cologne police made their New Year’s Eve preparations. Drawing on the previous year’s experience, they identified their biggest worry as pickpocketing and fireworks among the crowds. So they increased their holiday deployment, to 142 from 88, concentrating on the banks of the Rhine River, where revelers traditionally gather for a giant fireworks display.",1697,2016-01-15,"As Germany Welcomes Migrants, Sexual Attacks in Cologne Point to a New Reality",Europe,2016
The Greek riot police forcibly removed protesters from train tracks at a border camp after Macedonia blocked Afghans from seeking political asylum.,"PARIS — A decision by the Macedonian authorities to block thousands of Afghan asylum seekers from crossing into the country from Greece set off clashes between migrants and the police on Tuesday, highlighting the challenges facing European nations as they seek to check the flow of people to the Continent.",1176,2016-02-23,Policy Shifts on Refugees Lead to Clashes Between Migrants and Police,Europe,2016
The deaths of the refugees found in a locked truck parked on an Austrian highway two summers ago cast a spotlight on Europe’s response to the migrant crisis.,"BERLIN — Hungary indicted 11 people suspected of being smugglers on Thursday in the suffocation of 71 refugees, whose decomposing bodies were found stuffed inside a locked truck parked in neighboring Austria two summers ago at the height of Europe’s migration crisis.",843,2017-05-04,Hungary Indicts 11 in Truck Suffocation of 71 Refugees,Europe,2017
"At least seven people died after a wooden boat collided with a Greek Coast Guard vessel off the Greek island of Lesbos, according to an official, who added that the cause of the incident was being investigated.","ATHENS — The bodies of four children, one of them a baby, were among those of seven migrants recovered off the Greek island of Lesbos on Thursday after their wooden boat collided with a Greek Coast Guard vessel that was on a rescue operation, a Greek Shipping Ministry official said.",465,2015-10-16,Four Children Among Migrants Found After Boat Crash Near Greece,Europe,2015
"On his first visit to the Balkan nation, the pope also spoke of mending ties to the Bulgarian Orthodox Church, but he got a cool reception.","SOFIA, Bulgaria — Making his first visit to Bulgaria, Pope Francis on Sunday pointedly appealed for care for migrants in one of the corners of Europe that has been most unwelcoming to them — a stance that puts him at odds with both the country’s government and its dominant church.",1315,2019-05-05,Pope Francis Urges Bulgaria to Open Its Heart to Refugees,Europe,2019
The escalating death toll has highlighted the bloc’s failure to quit squabbling and come up with a unified plan for a crisis months in the making.,"LONDON — The daily toll among refugees and migrants desperately trying to reach Europe — 71 suffocated in a truck in Austria and 150 drowned off Libya this week — has dramatically underscored the European Union’s scattered, halting response to increasing waves of asylum seekers.",1378,2015-08-28,Europe’s Halting Response to Migrant Crisis Draws Criticism as Toll Mounts,Europe,2015
"As the migrant caravan grew, so did attention to the group. But the conversation has been characterized by misinformation. Here's what you need to know. ","PIJIJIAPAN, Mexico — For two weeks, throngs of people have trudged north, crossing first from Honduras into Guatemala and then on to Mexico, bound for the United States border. They have spent nights in sprawling makeshift camps or in churches and schools, washing their clothes in rivers and relying on donations from locals. ",1111,2018-10-26,The Migrant Caravan: What to Know About the Thousands Traveling North,Americas,2018
"A reporter from The New York Times, aboard a vessel next to the boat with hundreds of Muslims fleeing Myanmar, heard cries of “Please help us!” No country has agreed to take in the migrants.","IN THE ANDAMAN SEA OFF THAILAND — A wooden fishing boat carrying several hundred desperate migrants from Myanmar was spotted adrift in the Andaman Sea between Thailand and Malaysia on Thursday, part of an exodus in which thousands of people have taken to the sea in recent weeks with no country willing to take them in.",1449,2015-05-14,"Rohingya Migrants From Myanmar, Shunned by Malaysia, Are Spotted Adrift in Andaman Sea",Asia Pacific,2015
